,author,count
1154,rios f.f.s.,1
1155,torrent m.,1
1156,van setten m.j.,1
1157,van troeye b.,1
1158,verstraete m.j.,1
1159,waroquiers d.,1
1160,wiktor j.,1
1161,xu b.,1
1162,zhou a.,1
1163,zwanziger j.w.,1
1164,lópez e.c.,1
1165,baños a.t.,1
1166,quiroz e.c.,1
1167,álvarez-ramos m.e.,1
1168,sánchez-soto l.,1
1169,de mitri n.,1
1170,aoto y.a.,1
1171,de lima batista a.p.,1
1172,köhn a.,1
1173,de oliveira-filho a.g.s.,1
1174,lemke a.,1
1175,vieira j.,1
1176,du bois a.,1
1177,muñoz c.,1
1178,klimov a.b.,1
1179,sousa e.h.s.,1
1180,roux f.s.,1
1181,chen k.,1
1182,reyes c.,1
1183,cumsille p.,1
1184,reyes c.m.,1
1185,lopez-delgado r.,1
1186,higuera-valenzuela h.j.,1
1187,zazueta-raynaud a.,1
1188,ramos-carrazco a.,1
1189,pelayo j.e.,1
1190,berman-mendoza d.,1
1191,campetella m.,1
1192,scholes s.,1
1193,irisson m.c.,1
1194,khathuria k.,1
1195,guerrero i.,1
1196,foi a.,1
1197,zabaleta o.g.,1
1198,araneda g.,1
1199,cisternas n.,1
1200,romero-meléndez c.,1
1201,gonzález-santos l.,1
1202,coutinho g.,1
1203,godsil c.,1
1204,escudero d.e.,1
1205,gómez-téllez j.d.,1
1206,nape i.,1
1207,lluis-puebla e.,1
1208,montiel m.,1
1209,de sousa b.g.,1
1210,amaro v.e.,1
1211,blaha c.a.g.,1
1212,fortin s.,1
1213,bosyk g.,1
1214,giri p.r.,1
1215,korepin v.e.,1
1216,ndagano b.,1
1217,hättig c.,1
1218,wilson r.c.,1
1219,helgaker t.,1
1220,p. kabos,1
1221,c. abert,1
1222,c. adelmann,1
1223,a. o. adeyeye,1
1224,j. åkerman,1
1225,f. g. aliev,1
1226,a. anane,1
1227,a. awad,1
1228,c. h. back,1
1229,a. barman,1
1230,g. e. w. bauer,1
1231,m. becherer,1
1232,e. n. beginin,1
1233,v. a. s. v. bittencourt,1
1234,y. m. blanter,1
1235,p. bortolotti,1
1236,i. boventer,1
1237,d. a. bozhko,1
1238,s. a. bunyaev,1
1239,j. j. carmiggelt,1
1240,r. r. cheenikundil,1
1241,f. ciubotaru,1
1242,m. wu,1
1243,a. v. chumak,1
1244,f. m. fernandes,1
1245,m. a. g. de oliveira,1
1246,j. a. tenorio,1
1247,p. simmonds,1
1248,a. a. quivy,1
1249,o. m. pires,1
1250,r. de santiago,1
1251,j. marchi,1
1252,d. neves,1
1253,r. moura,1
1254,a. a. da cruz,1
1255,a. koshiyama,1
1256,r. melo,1
1257,a. v. a. da cruz,1
1258,a. s. koshiyama,1
1259,v. de morais alves,1
1260,r. dowsley,1
1261,r. t. de sousa,1
1262,a. c. a. nascimento,1
1263,m. claus,1
1264,m. schröter,1
1265,d. vieira,1
1266,r. a. shayani,1
1267,s. cotofana,1
1268,g. csaba,1
1269,o. v. dobrovolskiy,1
1270,c. dubs,1
1271,t. kikkawa,1
1272,m. kläui,1
1273,o. klein,1
1274,j. w. kłos,1
1275,s. knauer,1
1276,s. koraltan,1
1277,m. kostylev,1
1278,m. krawczyk,1
1279,i. n. krivorotov,1
1280,v. v. kruglyak,1
1281,d. lachance-quirion,1
1282,s. ladak,1
1283,r. lebrun,1
1284,m. lindner,1
1285,r. macêdo,1
1286,s. mayr,1
1287,g. a. melkov,1
1288,s. mieszczak,1
1289,y. nakamura,1
1290,h. t. nembach,1
1291,a. a. nikitin,1
1292,r. khymyn,1
1293,a. khitun,1
1294,g. n. kakazei,1
1295,k. guslienko,1
1296,m. elyasi,1
1297,k. g. fripp,1
1298,h. fulara,1
1299,i. a. golovchanskiy,1
1300,c. gonzalez-ballestero,1
1301,p. graczyk,1
1302,d. grundler,1
1303,p. gruszecki,1
1304,g. gubbiotti,1
1305,a. haldar,1
1306,m. b. jungfleisch,1
1307,s. hamdioui,1
1308,r. hertel,1
1309,b. hillebrands,1
1310,t. hioki,1
1311,a. houshang,1
1312,c. . -m. hu,1
1313,h. huebl,1
1314,m. huth,1
1315,e. iacocca,1
1316,j. rushing,1
1317,l. p. salles,1
1318,v. novosad,1
1319,r. malureanu,1
1320,m. e. bierzychudek,1
1321,a. tedesco,1
1322,v. a. catacora,1
1323,b. tilmann,1
1324,g. grinblat,1
1325,r. berté,1
1326,m. p. nielson,1
1327,e. cortès,1
1328,a. i. kuznetsov,1
1329,s. a. maier,1
1330,l. zunino,1
1331,a. locquet,1
1332,b. kim,1
1333,d. choi,1
1334,w. pan,1
1335,d. s. citrin,1
1336,y. huang,1
1337,p. zhou,1
1338,m. s. torre,1
1339,i. d. henning,1
1340,m. j. adams,1
1341,a. v. lavrinenko,1
1342,j. sukham,1
1343,ú. v. abecassis,1
1344,o. takayama,1
1345,w. f. silva,1
1346,r. s. alencar,1
1347,c. rabelo,1
1348,c. a. achete,1
1349,l. g. cançado,1
1350,g. b. lucas,1
1351,m. a. rocha,1
1352,a. l. andreoli,1
1353,n. m. poblete,1
1354,m. p. cerda-luna,1
1355,c. b. muñoz,1
1356,t. b. karamat,1
1357,s. n. givigi,1
1358,a. noureldin,1
1359,f. j. dos santos silva,1
1360,c. e. t. dorea,1
1361,a. c. van haandel,1
1362,h. r. d. santos,1
1363,c. i. vázquez,1
1364,a. m. baruzzi,1
1365,r. a. iglesias,1
1366,r. sánchez-peña,1
1367,a. tonina,1
1368,d. drung,1
1369,m. götz,1
1370,j. aparicio,1
1371,a. jiménez,1
1372,f. j. álvarez,1
1373,d. ruiz,1
1374,c. de marziani,1
1375,j. ureña,1
1376,e. iaccheri,1
1377,a. berardinelli,1
1378,g. maggio,1
1379,t. g. toschi,1
1380,l. ragni,1
1381,n. lópez,1
1382,a. irizarry-rivera,1
1383,e. o'neill-carrillo,1
1384,t. key,1
1385,a. w. schneider,1
1386,w. g. daniel,1
1387,c. f. g. souza,1
1388,h. a. cordeiro,1
1389,d. w. de lima monteiro,1
1390,t. e. o. crespo,1
1391,n. brambilla,1
1392,c. schürrer,1
1393,g. j. bergues,1
1394,l. di lillo,1
1395,r. lally,1
1396,m. imboden,1
1397,a. stange,1
1398,l. k. barrett,1
1399,d. j. perez-morelo,1
1400,d. j. bishop,1
1401,g. a. kyriazis,1
1402,r. m. de souza,1
1403,e. s. yasuda,1
1404,a. altieri,1
1405,p. marchi,1
1406,m. bouza,1
1407,j. a. maya,1
1408,j. elaskar,1
1409,m. a. luda,1
1410,l. tozzetti,1
1411,j. codnia,1
1412,c. j. oton,1
1413,f. messina,1
1414,l. r. vega,1
1415,s. a. nikitov,1
1416,j. a. otálora,1
1417,hennum a.c.,1
1418,s. v. akram,1
1419,j. m. ruiz-salazar,1
1420,b. kanwer,1
1421,r. singh,1
1422,c. a. gonzález,1
1423,j. p. ruiz,1
1424,r. s. bonilla,1
1425,a. g. ávila,1
1426,j. pantoja,1
1427,c. p. rentería-mejía,1
1428,l. e. g. reyes,1
1429,l. m. segura-gutierrez,1
1430,j. e. ordoñez,1
1431,g. zambrano,1
1432,j. h. reina,1
1433,j. -j. cabrera-lópez,1
1434,h. f. velasco-peña,1
1435,a. bonilla-riaño,1
1436,c. m. santos,1
1437,o. m. h. rodriguez,1
1438,s. procz,1
1439,g. roque,1
1440,c. s. reddy,1
1441,j. panduro-ramirez,1
1442,d. wang,1
1443,s. r. muniz,1
1444,d. cabrera,1
1445,c. li,1
1446,a. boag,1
1447,a. natan,1
1448,p. poullet,1
1449,g. slepyan,1
1450,r. d. s. pereira,1
1451,c. a. cima,1
1452,w. l. silva,1
1453,a. m. n. lima,1
1454,a. oliveira,1
1455,l. a. a. de souza,1
1456,m. v. v. pinto,1
1457,m. b. martins,1
1458,a. c. s. lima,1
1459,o. concepción,1
1460,a. abelenda,1
1461,m. sánchez,1
1462,h. nieto-chaupis,1
1463,l. n. s. de andrade,1
1464,c. o. segura,1
1465,c. avila,1
1466,j. racedo,1
1467,r. rueda,1
1468,i. santos,1
1469,h. zhang,1
1470,r. p. zaccaria,1
1471,t. wang,1
1472,x. lin,1
1473,h. chen,1
1474,g. wang,1
1475,j. baxter,1
1476,a. c. lesina,1
1477,l. ramunno,1
1478,a. faz-mendoza,1
1479,n. k. gamboa-rosales,1
1480,c. e. medina-rodríguez,1
1481,m. a. casas-valadez,1
1482,a. castorena-robles,1
1483,j. r. lópez-robles,1
1484,j. c. mayo-maldonado,1
1485,j. e. valdez-resendiz,1
1486,d. guillen,1
1487,m. bariya,1
1488,a. von meier,1
1489,e. a. salas-esquivel,1
1490,j. sun,1
1491,z. deng,1
1492,a. shamray,1
1493,m. a. t. monsalve,1
1494,m. fiederle,1
1495,j. c. alfonso-gil,1
1496,s. orts-grau,1
1497,n. muñoz-galeano,1
1498,f. j. gimeno-sales,1
1499,s. seguí-chilet,1
1500,g. a. álvarez-botero,1
1501,y. k. hernández-gómez,1
1502,h. lobato-morales,1
1503,g. osorio,1
1504,i. ilichev,1
1505,n. l. montes,1
1506,s. lopez,1
1507,s. cubero,1
1508,j. blasco,1
1509,a. tronev,1
1510,d. zuev,1
1511,s. makarov,1
1512,s. stepanov,1
1513,p. agruzov,1
1514,j. guo,1
1515,j. zhong,1
1516,y. otani,1
1517,t. taniguchi,1
1518,k. usami,1
1519,a. b. ustinov,1
1520,t. van der sar,1
1521,s. van dijken,1
1522,v. i. vasyuchka,1
1523,r. verba,1
1524,s. v. kusminskiy,1
1525,q. wang,1
1526,m. weides,1
1527,m. weiler,1
1528,s. wintz,1
1529,s. p. wolski,1
1530,x. zhang,1
1531,m. farkas,1
1532,n. guerrero,1
1533,j. cariñe,1
1534,g. cañas,1
1535,g. lima,1
1536,b. seifert,1
1537,r. rojas-aedo,1
1538,r. a. wheatley,1
1539,m. urbánek,1
1540,k. szulc,1
1541,j. javaloyes,1
1542,o. surzhenko,1
1543,a. papp,1
1544,b. pigeau,1
1545,p. pirro,1
1546,w. porod,1
1547,f. porrati,1
1548,h. qin,1
1549,b. rana,1
1550,t. reimann,1
1551,f. riente,1
1552,o. romero-isart,1
1553,a. ross,1
1554,a. v. sadovnikov,1
1555,a. r. safin,1
1556,e. saitoh,1
1557,g. schmidt,1
1558,h. schultheiss,1
1559,k. schultheiss,1
1560,a. a. serga,1
1561,s. sharma,1
1562,j. m. shaw,1
1563,d. suess,1
1564,d. hidalgo-rojas,1
1565,j. azócar,1
1566,s. lara,1
1567,s. gutiérrez,1
1568,m. e. orchard,1
1569,j. f. silva,1
1570,m. natarajan,1
1571,j. azocar,1
1572,f. corral,1
1573,g. mogos,1
1574,w. hernandez,1
1575,a. mendez,1
1576,v. gonz&#x00e1,1
1577,lez-posadas,1
1578,j. l. jim&#x00e9,1
1579,nez-mart&#x00ed,1
1580,f. j. arqu&#x00e9,1
1581,s-orob&#x00f3,1
1582,w. velasquez,1
1583,f. jijon-veliz,1
1584,m. s. alvarez-alvarado,1
1585,c. gordón,1
1586,m. cumbajín,1
1587,g. carpintero,1
1588,e. bente,1
1589,m. a. cerda munoz,1
1590,b. e. olivares,1
1591,n. purushothaman,1
1592,g. beaudoin,1
1593,p. palacios,1
1594,c. azurdia,1
1595,m. mattheakis,1
1596,t. oikonomou,1
1597,m. i. molina,1
1598,g. p. tsironis,1
1599,l. soun,1
1600,a. masominia,1
1601,k. pantzas,1
1602,i. sagnes,1
1603,h. devarajan,1
1604,j. -r. coudevylle,1
1605,g. jara-schulz,1
1606,m. clerc,1
1607,v. a. pammi,1
1608,j. a. mucarquer,1
1609,p. prado,1
1610,m. -j. escobar,1
1611,w. el-deredy,1
1612,m. zañartu,1
1613,b. s. oliveira,1
1614,b. s. archanjo,1
1615,t. l. vasconcelos,1
1616,tamura e.,1
1617,granhen e.r.,1
1618,vega-teijido m.a.,1
1619,maluf s.e.c.,1
1620,bonturi c.r.,1
1621,ventura o.n.,1
1622,romualdo l.c.s.,1
1623,mascarenhas n.d.a.,1
1624,santiago d.f.g.,1
1625,melo n.,1
1626,silva o.b.,1
1627,rivera v.a.g.,1
1628,ferri f.a.,1
1629,ledemi y.,1
1630,zanatta a.r.,1
1631,messaddeq y.,1
1632,marega e.,1
1633,rivera r.,1
1634,jácome s.,1
1635,maldonado f.,1
1636,stashans a.,1
1637,bose s.,1
1638,alves d.t.,1
1639,pretel a.,1
1640,ramos m.j.,1
1641,hissami a.,1
1642,nicolau a.d.s.,1
1643,garcía e.,1
1644,lopez j.a.,1
1645,alvarez e.,1
1646,mendieta f.j.,1
1647,arvizu a.,1
1648,nesterov a.i.,1
1649,berman g.p.,1
1650,zepeda j.c.b.,1
1651,bishop a.r.,1
1652,ye c.,1
1653,raymundo marcial romero j.,1
1654,comin c.h.,1
1655,costa l.d.f.,1
1656,hancock e.r.,1
1657,ablayev f.,1
1658,khadiev k.,1
1659,renteria-mejia c.p.,1
1660,velasco-medina j.,1
1661,vega d.,1
1662,almeida d.,1
1663,bayat a.,1
1664,sodano p.,1
1665,banchi l.,1
1666,verrucchi p.,1
1667,dos santos coelho l.,1
1668,de vasconcelos segundo e.h.,1
1669,guerra f.a.,1
1670,mariani v.c.,1
1671,madrid s a.,1
1672,escobar k.a.,1
1673,maldonado c.e.,1
1674,gómez-cruz n.a.,1
1675,crespi a.,1
1676,ramponi r.,1
1677,vitelli c.,1
1678,sansoni l.,1
1679,osellame r.,1
1680,marín d.b.,1
1681,salazar a.,1
1682,camacho-leon s.,1
1683,martínez-chapa s.o.,1
1684,rossetto o.,1
1685,valverde c.,1
1686,baseia b.,1
1687,yepes d.,1
1688,dos santos nicolau a.,1
1689,venegas bayona s.,1
1690,pineda osorio m.,1
1691,serrano-pérez j.j.,1
1692,grand a.,1
1693,jorge n.,1
1694,morell c.,1
1695,cadet j.,1
1696,de castro e.a.s.,1
1697,de oliveira d.a.b.,1
1698,de melo j.l.,1
1699,sauri v.,1
1700,gobbo j.p.,1
1701,lundberg m.,1
1702,barreau n.,1
1703,coto p.b.,1
1704,serrano-andrés l.,1
1705,borin a.c.,1
1706,lindh r.,1
1707,merchán m.,1
1708,abeijon a.m.,1
1709,reyes-figueroa p.,1
1710,painchaud t.,1
1711,arzel l.,1
1712,pinheiro p.v.p.,1
1713,fernandes p.a.,1
1714,b. fanzeres,1
1715,myhre r.h.,1
1716,nielsen c.b.,1
1717,norman p.,1
1718,olsen j.,1
1719,olsen j.m.h.,1
1720,osted a.,1
1721,packer m.j.,1
1722,pawlowski f.,1
1723,pedersen t.b.,1
1724,reine s.,1
1725,rinkevicius z.,1
1726,ruden t.a.,1
1727,ruud k.,1
1728,rybkin v.v.,1
1729,sałek p.,1
1730,samson c.c.m.,1
1731,de merás a.s.,1
1732,saue t.,1
1733,sauer s.p.a.,1
1734,schimmelpfennig b.,1
1735,sneskov k.,1
1736,steindal a.h.,1
1737,neiss c.,1
1738,mikkelsen k.v.,1
1739,tamames j.a.,1
1740,melo j.i.,1
1741,hettema h.,1
1742,hjertenæs e.,1
1743,høst s.,1
1744,høyvik i.-m.,1
1745,iozzi m.f.,1
1746,jansík b.,1
1747,jensen h.j.a.,1
1748,jonsson d.,1
1749,jørgensen p.,1
1750,kauczor j.,1
1751,kirpekar s.,1
1752,kjærgaard t.,1
1753,klopper w.,1
1754,knecht s.,1
1755,kobayashi r.,1
1756,koch h.,1
1757,kongsted j.,1
1758,krapp a.,1
1759,kristensen k.,1
1760,ligabue a.,1
1761,lutnæs o.b.,1
1762,sylvester-hvid k.o.,1
1763,taylor p.r.,1
1764,teale a.m.,1
1765,tellgren e.i.,1
1766,vega-g. v.h.,1
1767,rodríguez-r. g.,1
1768,uribe-v. h.,1
1769,huerta-g. o.,1
1770,molina-r. j.,1
1771,rashid j.,1
1772,caicedo-ortiz h.e.,1
1773,santiago-cortes e.,1
1774,de santana y.v.b.,1
1775,raubach c.w.,1
1776,la porta f.a.,1
1777,gouveia a.f.,1
1778,kastensmidt f.l.,1
1779,indrusiak l.s.,1
1780,sassatelli g.,1
1781,caires l.f.v.,1
1782,noronha t.f.,1
1783,brás n.f.,1
1784,ribeiro a.j.m.,1
1785,oliveira m.,1
1786,paixão n.m.,1
1787,póndigo de los a. e.,1
1788,gutiérrez-d. e.a.,1
1789,seminario j.m.,1
1790,littlejohn r.g.,1
1791,tew d.p.,1
1792,thorvaldsen a.j.,1
1793,thøgersen l.,1
1794,vahtras o.,1
1795,watson m.a.,1
1796,wilson d.j.d.,1
1797,ziolkowski m.,1
1798,ågren h.,1
1799,palazzo jr. r.,1
1800,anderson r.,1
1801,kubli-garfias c.,1
1802,soto tirado e.,1
1803,rodríguez s.,1
1804,marciano a.l.p.,1
1805,oliveira a.b.,1
1806,lanz c.,1
1807,brizuela g.,1
1808,simonetti s.,1
1809,küçük u.,1
1810,salazar-salinas k.,1
1811,murray j.s.,1
1812,santos j.c.,1
1813,toro-labbé a.,1
1814,a. f. de oliveira,1
1815,v. f. da silva,1
1816,a. j. ferreira martins,1
1817,i. bernardes-urias,1
1818,f. hernández,1
1819,k. díaz,1
1820,m. forets,1
1821,g. aristoy,1
1822,a. santos,1
1823,d. slomovitz,1
1824,i. morales,1
1825,r. gonzález-landaeta,1
1826,f. simini,1
1827,s. l. linares,1
1828,l. a. zambrano,1
1829,f. r. fernandes pereira,1
1830,g. g. la guardia,1
1831,f. m. de assis,1
1832,m. c. a. de oliveira,1
1833,m. l. da s. neto,1
1834,p. i. r. pincheira,1
1835,c. rojas-ulloa,1
1836,s. brito,1
1837,e. buksman,1
1838,politzer p.,1
1839,c. allende,1
1840,d. j. thoen,1
1841,j. bueno,1
1842,j. j. a. baselmans,1
1843,n. dupuis,1
1844,b. g. lee,1
1845,j. e. proesel,1
1846,a. rylyakov,1
1847,r. rimolo-donadio,1
1848,c. w. baks,1
1849,a. ardey,1
1850,c. l. schow,1
1851,a. ramaswamy,1
1852,j. e. roth,1
1853,r. s. guzzon,1
1854,b. koch,1
1855,d. k. sparacin,1
1856,g. a. fish,1
1857,j. a. alfaro,1
1858,p. m. sberna,1
1859,c. silvestri,1
1860,r. ishihara,1
1861,n. r. gomez,1
1862,h. p. de oliveira,1
1863,c. b. de araújo,1
1864,c. r. h. barbosa,1
1865,j. soldera,1
1866,c. alberto ramirez behaine,1
1867,j. scharcanski,1
1868,m. a. dias,1
1869,f. m. assis,1
1870,m. m. camboim,1
1871,v. s. oliveira,1
1872,m. r. villarim,1
1873,a. w. r. villarim,1
1874,o. r. baiocchi,1
1875,c. p. de souza,1
1876,t. v. alencar,1
1877,d. von dreifus,1
1878,e. s. n. gomes,1
1879,p. -w. chiu,1
1880,m. a. pimenta,1
1881,a. m. de paula,1
1882,c. r. hall barbosa,1
1883,j. hällström,1
1884,r. saavedra,1
1885,g. c. amaral,1
1886,r. schmitt,1
1887,p. r. marques de araujo,1
1888,b. guerreiro,1
1889,b. c. lima,1
1890,j. f. chaves,1
1891,m. a. ribeiro,1
1892,f. s. torres,1
1893,o. p. v. neto,1
1894,v. f. guedes,1
1895,f. a. mendonca,1
1896,j. b. rosa silva,1
1897,w. g. kürte ihlenfeld,1
1898,r. t. de barros e vasconcellos,1
1899,a. l. moura,1
1900,n. s. d. brito,1
1901,j. p. von der weid,1
1902,m. l. da silva neto,1
1903,m. maldonado,1
1904,c. b. de araujo,1
1905,a. m. jawaid,1
1906,a. j. ritter,1
1907,r. a. vaia,1
1908,r. d. a. coelho,1
1909,é. m. lima,1
1910,j. a. alfaro-barrantes,1
1911,j. batista rosa silva,1
1912,f. j. l. de almeida,1
1913,barigye s.j.,1
1914,mollinetti m.a.f.,1
1915,lula b.,1
1916,bautista j.e.q.,1
1917,lyra m.l.,1
1918,lima r.p.a.,1
1919,carvalho m.t.,1
1920,bezerra m.,1
1921,marega-junior e.,1
1922,borges b.-h.v.,1
1923,nunes f.d.,1
1924,castilho-almeida e.w.,1
1925,de almeida w.b.,1
1926,dos santos h.f.,1
1927,jiang d.-e.,1
1928,chen z.,1
1929,say a.c.,1
1930,chandia k.j.,1
1931,tellini b.,1
1932,bologna m.,1
1933,martínez-santiago o.,1
1934,millán-cabrera r.,1
1935,de oliveira r.c.l.,1
1936,monteiro d.c.,1
1937,teixeira o.n.,1
1938,mosna r.a.,1
1939,jaque p.,1
1940,sayed a.,1
1941,ensuncho a.e.,1
1942,robles j.,1
1943,mueses m.a.,1
1944,machuca-martínez f.,1
1945,camargo-amado r.j.,1
1946,escovedo t.,1
1947,hamilton i.p.,1
1948,site l.d.,1
1949,souza d.l.,1
1950,anderson r.w.,1
1951,fernandez florez i.,1
1952,iuga c.,1
1953,solís c.,1
1954,alvarez-idaboy j.r.,1
1955,martínez m.á.,1
1956,mondragón ma.a.,1
1957,vivier-bunge a.,1
1958,de biasi m.,1
1959,marrero-ponce y.,1
1960,martínez-lõpez y.,1
1961,z. wang,1
1962,torrens f.,1
1963,r. t. mourão,1
1964,m. h. degani,1
1965,m. z. maialle,1
1966,c. s. soares,1
1967,p. k. r. baikadi,1
1968,a. c. j. rossetto,1
1969,m. a. pavanello,1
1970,g. i. wirth,1
1971,l. neves,1
1972,l. j. collazos,1
1973,m. m. a. huwayz,1
1974,d. n. micha,1
1975,l. dornelas pinto,1
1976,r. m. s. kawabata,1
1977,m. henini,1
1978,p. l souza,1
1979,c. blank,1
1980,a. rossetto,1
1981,c. soares,1
1982,g. wirth,1
1983,m. pavanello,1
1984,l. d. pinto,1
1985,l. guerra,1
1986,l. p. dornelas,1
1987,e. giusto,1
1988,pérez-giménez f.,1
1989,macêdo a.m.s.,1
1990,martins e.p.s.,1
1991,e. auden,1
1992,m. s. lacerda,1
1993,j. e. ruiz,1
1994,v. r. souza,1
1995,r. vale,1
1996,t. m. d. azevedo,1
1997,b. baheri,1
1998,r. m. kawabata,1
1999,q. guan,1
2000,b. montrucchio,1
2001,t. a. freitas,1
2002,p. machado,1
2003,l. v. de carvalho,1
2004,r. corrêa,1
2005,m. f. santos,1
2006,c. h. monken,1
2007,b. v. rocha,1
2008,antonio hernández servín j.,1
2009,zeljkovic v.,1
2010,césar n.p.,1
2011,dimario m.,1
2012,proietti m.,1
2013,fedrizzi a.,1
2014,veronesi i.,1
2015,bucciarelli r.,1
2016,tortoriello f.s.,1
2017,rodrigo a.,1
2018,greco m.,1
2019,la ragione c.,1
2020,enriquez j.j.,1
2021,tanaka h.,1
2022,sabri m.,1
2023,romero r.,1
2024,lima c.,1
2025,lodeiro l.,1
2026,rauch t.,1
2027,reis r.l.,1
2028,souza r.c.,1
2029,maior c.b.s.,1
2030,araujo l.m.m.,1
2031,lins i.d.,1
2032,moura m.d.c.,1
2033,pickston a.,1
2034,morrison c.l.,1
2035,graffitti f.,1
2036,patino núñez e.j.,1
2037,jones k.m.,1
2038,lett p.d.,1
2039,santos t.j.,1
2040,paggiaro j.,1
2041,cabral silva pimentel h.d.,1
2042,karla dos santos pereira a.,1
2043,cavallini g.s.,1
2044,rodriguez condia j.e.,1
2045,guerrero-balaguera j.-d.,1
2046,limas r.,1
2047,ho j.,1
2048,reorda m.s.,1
2049,matamoros p.,1
2050,zamora w.,1
2051,brasco m.a.,1
2052,de carvalho c.a.,1
2053,belén oviedo m.,1
2054,marchiori d.,1
2055,panario d.,1
2056,moura l.,1
2057,droguett lopez e.l.,1
2058,chrysosthemos d.s.s.,1
2059,nazé p.,1
2060,marinho e.s.,1
2061,barros g.a.,1
2062,santana l.c.,1
2063,moralles a.c.,1
2064,morgon n.h.,1
2065,oliveira f.g.s.,1
2066,dos santos l.p.m.,1
2067,de sant'ana h.b.,1
2068,feitosa f.x.,1
2069,schwarzacher w.,1
2070,jayaraj a.,1
2071,jafari navimipour n.,1
2072,siloi i.,1
2073,sławińska j.,1
2074,ceresoli d.,1
2075,restuccia a.,1
2076,sotomayor a.,1
2077,strauss v.a.,1
2078,peralta f.a.,1
2079,huidobro-toro j.p.,1
2080,cesar perez-sansalvador j.,1
2081,porto c.m.,1
2082,seyedi s.,1
2083,bonança m.v.s.,1
2084,raman r.,1
2085,felipe-sosa r.,1
2086,felipe r.,1
2087,nicesio o.k.,1
2088,leal a.g.,1
2089,gava v.l.,1
2090,nafees n.,1
2091,ahmed s.,1
2092,kakkar v.,1
2093,gudipalli t.l.,1
2094,singh d.p.,1
2095,fiorot r.g.,1
2096,singh d.,1
2097,venkateswarlu c.,1
2098,gonzales j.l.a.,1
2099,ng s.s.h.,1
2100,walus k.,1
2101,zambrano l.,1
2102,bispo m.o.,1
2103,de lima lopes rocha p.,1
2104,"dos santos f.m., jr.",1
2105,anderson b.e.,1
2106,de araujo l.e.e.,1
2107,abeywickrama k.m.,1
2108,zhou z.,1
2109,de lima medeiros r.,1
2110,de brito pinto t.k.,1
2111,de freitas oliveira j.w.,1
2112,"de sousa f.l., jr.",1
2113,de medeiros m.j.c.,1
2114,amorim-carmo b.,1
2115,santos-gomes g.,1
2116,de lima pontes d.,1
2117,rocha h.a.o.,1
2118,frazão n.f.,1
2119,silva m.s.,1
2120,noce j.,1
2121,chantong g.,1
2122,jauregui g.,1
2123,mogami r.,1
2124,saha r.,1
2125,kumar g.,1
2126,devgun t.,1
2127,buchanan w.j.,1
2128,thomas r.,1
2129,alazab m.,1
2130,farias h.m.,1
2131,moreno c.j.g.,1
2132,pant b.,1
2133,lounis b.,1
2134,maidin s.s.,1
2135,lopes rosa r.,1
2136,toor w.t.,1
2137,carrillo melgarejo d.,1
2138,wuttisittikulkij l.,1
2139,saadi m.,1
2140,zegarra rodríguez d.,1
2141,croitoru m.d.,1
2142,mironov s.v.,1
2143,buzdin a.i.,1
2144,gaikwad a.p.,1
2145,figlarz g.r.,1
2146,hessel f.p.,1
2147,duque j.c.,1
2148,caprile f.,1
2149,masullo l.a.,1
2150,stefani f.d.,1
2151,chandra a.s.,1
2152,bbhagat b.,1
2153,panduro-ramirez j.,1
2154,hoon-kim t.,1
2155,rodrigues j.j.p.c.,1
2156,ramírez-uribe s.,1
2157,vieira v.l.,1
2158,qayed w.s.,1
2159,lollie m.l.j.,1
2160,mostafavi f.,1
2161,bhusal n.,1
2162,hong m.,1
2163,león-montiel r.d.j.,1
2164,quiroz-juárez m.a.,1
2165,"palazzo r., jr.",1
2166,de oliveira quilles queiroz c.r.,1
2167,gregor c.,1
2168,anunciação e.l.s.,1
2169,ashlock d.,1
2170,ruz g.a.,1
2171,mackinnon d.,1
2172,kribs d.,1
2173,oliveira r.c.l.,1
2174,gallego-mejia j.a.,1
2175,mourelle l.m.,1
2176,león-chávez m.á.,1
2177,perin l.p.,1
2178,costa c.h.s.,1
2179,balieiro a.m.,1
2180,hernández-pinto r.j.,1
2181,perez y.,1
2182,rodrigo g.,1
2183,sborlini g.f.r.,1
2184,cervantes-vazquez d.,1
2185,jain d.k.,1
2186,er m.j.,1
2187,xin q.,1
2188,shankar k.,1
2189,jessop i.a.,1
2190,cutipa j.,1
2191,saldías c.,1
2192,kowada l.a.,1
2193,fuentealba d.,1
2194,tundidor-camba a.,1
2195,terraza c.a.,1
2196,camarada m.b.,1
2197,angel f.a.,1
2198,gallego j.a.,1
2199,osorio j.f.,1
2200,marturet a.d.,1
2201,chicayban bastos d.,1
2202,carballude a.,1
2203,ganguly s.,1
2204,faz-hernandez a.,1
2205,augusto m.f.,1
2206,valencia d.,1
2207,conde j.,1
2208,chen g.-l.,1
2209,song x.-h.,1
2210,brito b.g.a.,1
2211,verde e.l.,1
2212,hai g.-q.,1
2213,cândido l.,1
2214,bellini e.,1
2215,esser a.,1
2216,ionica s.,1
2217,rivera-zamarripa l.,1
2218,trimoska m.,1
2219,zweydinger f.,1
2220,temporao g.p.,1
2221,guerreiro t.b.s.,1
2222,ripper p.s.c.,1
2223,pavani a.m.b.,1
2224,márquez b.y.,1
2225,castillo j.d.,1
2226,realyvásquez-vargas a.,1
2227,ashok a.,1
